customer_id,orders_12m,spend_12m_eur,website_visits_90d,avg_discount_rate,return_rate,days_since_last_order,support_tickets_12m,avg_order_value_eur,mobile_share,newsletter_open_rate,loyalty_years
9194,43.0,1987.8,45.0,0.077,0.0,0.0,4.0,46.61,0.125,0.418,2.56
9195,9.0,1034.04,24.0,0.089,0.059,19.0,2.0,114.68,0.415,0.491,2.01
9196,24.0,1800.24,55.0,0.013,0.045,6.0,1.0,73.52,0.321,0.249,3.58
9197,19.0,775.59,30.0,0.454,0.127,17.0,1.0,40.35,0.589,0.267,2.35
9198,7.0,129.41,4.0,0.178,0.044,36.0,0.0,18.59,0.822,0.0,0.64
9199,21.0,665.82,42.0,0.326,0.123,5.0,1.0,32.04,0.357,0.361,0.44
9200,27.0,526.5,41.0,0.353,0.107,15.0,2.0,19.39,0.611,0.285,1.19
9201,3.0,245.68,7.0,0.122,0.105,39.0,0.0,78.75,0.491,0.199,0.62
9202,8.0,520.64,29.0,0.092,0.065,7.0,2.0,65.6,0.369,0.374,2.73
9203,11.0,448.03,35.0,0.065,0.031,20.0,0.0,41.84,0.506,0.189,2.91
9204,35.0,1804.35,59.0,0.06,0.043,3.0,1.0,51.04,0.723,0.171,1.96
9205,7.0,716.99,21.0,0.139,0.049,14.0,2.0,104.32,0.471,0.055,2.61
9206,6.0,262.9,6.0,0.119,0.054,0.0,0.0,44.97,0.3,0.338,0.93
9207,1.0,0.0,6.0,0.202,0.042,51.0,1.0,0.0,0.59,0.179,0.28
9208,12.0,606.97,25.0,0.087,0.073,10.0,1.0,50.52,0.656,,1.16
9209,5.0,35.76,11.0,0.191,0.028,19.0,1.0,6.92,0.457,0.285,1.0
9210,17.0,560.11,28.0,0.22,0.068,10.0,1.0,33.85,0.596,0.104,
9211,18.0,2538.03,51.0,0.049,0.05,9.0,2.0,142.55,0.734,0.168,2.43
9212,18.0,342.72,35.0,0.321,0.053,13.0,1.0,19.26,0.724,0.088,2.2
9213,24.0,1892.83,60.0,0.056,0.058,7.0,0.0,77.26,0.587,0.215,1.8
9214,5.0,605.4,20.0,0.064,0.021,13.0,1.0,114.05,0.315,0.211,1.57
9215,1.0,106.42,7.0,0.254,0.032,36.0,1.0,75.71,0.314,0.392,1.88
9216,4.0,318.96,11.0,0.179,0.029,16.0,1.0,87.21,0.59,0.406,1.32
9217,7.0,757.65,37.0,0.128,0.095,19.0,1.0,107.91,0.159,0.0,2.23
9218,5.0,194.35,5.0,0.074,0.034,24.0,1.0,40.4,0.292,0.176,2.34
9219,21.0,592.24,42.0,0.192,0.128,23.0,0.0,28.65,0.601,0.117,0.47
9220,15.0,632.82,50.0,0.282,0.115,16.0,0.0,42.51,0.796,0.256,0.0
9221,2.0,96.99,1.0,0.138,0.079,99.0,0.0,60.58,0.214,0.0,2.64
9222,29.0,2720.01,53.0,0.0,0.015,1.0,3.0,92.74,0.248,0.281,1.37
9223,10.0,683.14,32.0,0.067,0.0,24.0,0.0,66.41,0.513,0.19,2.68
9224,7.0,461.07,33.0,0.094,0.056,21.0,0.0,63.84,0.374,0.103,2.32
9225,3.0,0.0,8.0,0.323,0.034,37.0,0.0,0.0,0.221,0.316,1.69
9226,11.0,202.02,28.0,0.036,0.031,14.0,1.0,18.85,0.105,0.0,1.19
9227,6.0,608.73,32.0,0.167,0.033,11.0,0.0,100.46,0.229,0.076,3.17
9228,13.0,192.98,33.0,0.159,0.002,14.0,0.0,15.24,0.859,0.332,3.7
9229,10.0,478.82,49.0,0.266,0.105,23.0,1.0,46.08,0.441,0.315,0.87
9230,2.0,44.79,2.0,0.171,0.0,68.0,1.0,23.37,0.573,0.0,2.0
9231,23.0,649.85,32.0,0.57,0.062,9.0,4.0,27.83,0.248,0.028,0.92
9232,15.0,737.45,50.0,0.424,0.122,4.0,1.0,49.1,0.492,0.366,1.6
9233,3.0,130.08,2.0,0.066,0.03,111.0,0.0,46.09,0.608,0.0,2.86
9234,11.0,522.27,21.0,0.05,0.049,7.0,1.0,48.99,0.459,0.077,3.54
9235,14.0,279.18,24.0,0.106,0.056,18.0,0.0,20.09,0.153,0.278,1.94
9236,0.0,55.09,3.0,0.07,0.0,148.0,0.0,55.09,0.638,0.225,2.12
9237,15.0,570.49,51.0,0.488,0.107,12.0,1.0,38.13,0.806,0.264,2.2
9238,12.0,490.17,34.0,0.099,0.0,12.0,0.0,40.38,0.51,0.13,1.68
9239,22.0,928.3,37.0,0.378,0.085,4.0,3.0,42.63,0.404,0.298,0.19
9240,12.0,493.65,28.0,0.0,0.05,21.0,0.0,41.85,0.094,0.125,2.14
9241,15.0,340.61,20.0,0.078,0.091,13.0,1.0,22.32,0.543,0.041,2.42
9242,1.0,86.9,10.0,0.155,0.0,79.0,0.0,86.9,0.069,0.016,1.65
9243,2.0,158.91,4.0,0.114,0.015,132.0,0.0,82.66,0.206,0.196,1.29
9244,0.0,149.42,2.0,0.14,0.043,51.0,1.0,149.42,0.147,0.0,1.08
9245,44.0,1367.69,62.0,0.067,0.027,6.0,0.0,30.92,0.295,0.207,0.28
9246,5.0,70.87,9.0,,0.017,85.0,0.0,13.45,0.709,0.397,0.0
9247,16.0,484.89,26.0,0.05,0.041,16.0,0.0,30.3,0.575,0.19,3.1
9248,23.0,429.09,56.0,0.413,0.065,7.0,2.0,18.77,0.62,0.318,0.44
9249,2.0,140.52,8.0,0.054,0.059,8.0,0.0,65.85,0.644,0.013,0.07
9250,3.0,189.83,15.0,0.113,0.0,63.0,1.0,58.63,0.181,0.384,0.16
9251,28.0,1504.66,73.0,0.043,0.046,4.0,2.0,53.48,0.405,0.405,1.46
9252,3.0,127.12,9.0,0.24,0.025,15.0,0.0,40.88,0.789,0.319,0.68
9253,5.0,70.82,14.0,0.168,0.039,25.0,2.0,15.06,0.204,0.087,0.0
9254,0.0,74.47,11.0,0.324,0.0,62.0,1.0,74.47,0.562,0.17,2.18
9255,1.0,58.27,5.0,0.0,0.0,121.0,0.0,49.65,0.627,0.295,0.28
9256,11.0,501.0,20.0,0.201,0.069,15.0,0.0,46.66,0.16,0.368,3.37
9257,11.0,610.41,36.0,0.065,0.054,3.0,2.0,56.72,0.521,0.239,1.02
9258,9.0,415.5,47.0,0.093,0.011,12.0,2.0,47.15,0.713,0.277,2.03
9259,8.0,2079.4,32.0,0.0,0.04,11.0,1.0,269.56,0.632,0.318,1.06
9260,2.0,34.81,1.0,0.08,0.016,108.0,0.0,20.72,0.393,0.018,1.54
9261,11.0,665.9,22.0,0.12,0.05,12.0,0.0,58.67,0.374,0.0,1.44
9262,32.0,2237.36,49.0,0.078,0.055,6.0,0.0,69.54,0.396,0.033,2.14
9263,12.0,524.05,32.0,0.066,0.048,6.0,2.0,44.27,0.614,0.264,2.08
9264,2.0,85.18,5.0,0.121,0.001,121.0,0.0,41.85,0.465,0.017,0.4
9265,15.0,526.43,17.0,0.181,0.073,6.0,2.0,35.53,0.609,0.14,1.47
9266,13.0,577.29,27.0,0.083,0.057,8.0,1.0,43.64,0.142,0.138,1.28
9267,1.0,184.21,3.0,0.083,0.0,54.0,0.0,184.21,0.113,0.0,0.52
9268,29.0,1800.96,72.0,0.031,0.031,7.0,2.0,63.14,0.133,0.197,3.1
9269,24.0,1587.79,7.0,0.077,0.029,6.0,0.0,67.35,0.009,0.257,0.84
9270,16.0,297.22,30.0,0.047,,7.0,2.0,19.16,0.635,0.194,1.17
9271,17.0,744.41,45.0,0.373,0.112,9.0,0.0,44.55,0.331,0.121,0.41
9272,0.0,102.67,5.0,0.116,0.0,143.0,0.0,102.67,0.388,0.225,0.5
9273,17.0,1528.34,48.0,0.134,0.077,6.0,3.0,90.82,0.395,0.111,1.92
9274,3.0,37.89,3.0,0.143,0.035,110.0,0.0,12.0,0.763,0.0,1.85
9275,1.0,48.93,1.0,0.0,0.024,131.0,0.0,43.7,0.486,0.0,1.63
9276,3.0,100.25,19.0,0.286,0.053,93.0,0.0,29.08,0.559,0.255,1.11
9277,16.0,601.41,30.0,0.364,0.087,0.0,0.0,37.62,0.775,0.393,0.83
9278,3.0,74.1,2.0,0.128,0.036,47.0,0.0,27.75,0.046,0.0,0.63
9279,2.0,51.29,1.0,0.202,0.049,48.0,2.0,27.42,0.534,0.12,0.0
9280,0.0,75.68,11.0,0.183,0.057,67.0,0.0,75.68,0.408,0.376,0.0
9281,0.0,123.34,10.0,0.19,0.115,58.0,0.0,123.34,0.561,0.261,2.08
9282,13.0,337.69,28.0,0.092,0.061,23.0,3.0,25.1,0.054,0.129,3.07
9283,4.0,199.91,9.0,0.101,0.077,58.0,1.0,52.89,0.343,0.272,0.82
9284,5.0,141.78,6.0,0.249,0.047,33.0,1.0,28.47,0.198,0.374,0.5
9285,4.0,175.86,10.0,0.202,0.025,21.0,0.0,49.15,0.47,0.251,0.61
9286,29.0,2635.03,70.0,0.054,0.026,10.0,1.0,90.03,0.39,0.247,1.91
9287,2.0,131.71,7.0,0.23,0.05,10.0,2.0,76.0,0.296,0.45,0.0
9288,1.0,87.37,1.0,0.219,0.023,92.0,1.0,62.13,0.544,0.037,1.64
9289,3.0,111.28,11.0,0.21,0.018,35.0,1.0,42.25,0.499,0.216,0.65
9290,19.0,2139.83,61.0,0.02,0.067,0.0,3.0,112.71,0.355,0.282,2.15
9291,10.0,450.46,44.0,0.094,0.016,8.0,0.0,45.29,0.283,0.206,2.66
9292,5.0,148.53,11.0,0.326,0.079,27.0,0.0,29.86,0.225,,0.32
9293,10.0,467.28,38.0,0.205,0.054,14.0,0.0,48.22,0.606,0.155,1.39
9294,26.0,2401.35,78.0,0.057,0.053,8.0,1.0,91.81,0.386,0.203,2.18
9295,11.0,548.6,5.0,0.05,0.015,14.0,0.0,47.76,0.57,0.168,2.29
9296,1.0,188.43,11.0,0.252,0.029,8.0,1.0,171.35,0.219,0.091,1.15
9297,18.0,594.79,30.0,0.072,0.038,1.0,1.0,33.25,0.452,0.199,1.56
9298,4.0,15.87,10.0,0.227,0.051,50.0,1.0,3.73,0.404,0.211,0.81
9299,1.0,162.61,8.0,0.238,0.044,70.0,1.0,130.56,0.455,0.155,1.74
9300,10.0,511.56,34.0,0.164,0.046,8.0,0.0,51.36,0.345,0.297,
9301,2.0,119.65,6.0,0.166,0.067,58.0,1.0,48.8,0.717,0.286,0.04
9302,18.0,848.43,28.0,0.15,0.0,4.0,1.0,46.86,0.426,0.196,2.01
9303,37.0,2498.57,53.0,0.096,0.045,4.0,1.0,68.07,0.341,0.289,1.41
9304,3.0,181.02,13.0,0.256,0.014,28.0,0.0,60.64,0.482,0.119,0.11
9305,24.0,2103.88,30.0,0.032,0.037,3.0,1.0,85.99,0.346,0.371,1.51
9306,4.0,128.04,8.0,0.339,0.066,25.0,0.0,34.16,0.77,0.231,2.39
9307,4.0,35.98,5.0,0.063,0.057,90.0,0.0,10.1,0.849,0.102,1.6
9308,1.0,160.16,9.0,0.27,0.065,6.0,0.0,126.0,0.132,0.273,0.89
9309,8.0,717.52,22.0,0.165,0.085,11.0,2.0,85.74,0.307,0.213,1.72
9310,20.0,527.51,35.0,0.429,0.078,11.0,1.0,26.6,0.808,0.227,1.29
9311,2.0,100.45,7.0,0.124,0.051,73.0,1.0,48.98,0.228,0.159,1.88
9312,9.0,367.7,18.0,0.145,0.067,17.0,0.0,39.68,0.133,0.391,0.79
9313,15.0,769.66,25.0,0.057,0.081,10.0,1.0,52.67,0.28,0.097,2.94
9314,12.0,682.62,50.0,0.368,0.055,7.0,4.0,57.85,0.829,0.265,0.17
9315,4.0,623.59,11.0,0.156,0.033,17.0,2.0,140.18,0.163,0.232,2.1
9316,4.0,66.72,8.0,0.116,0.028,38.0,1.0,18.23,0.603,0.244,1.31
9317,37.0,2003.91,42.0,0.0,0.017,12.0,1.0,54.57,0.502,0.253,2.71
9318,1.0,55.55,12.0,0.182,0.023,40.0,1.0,42.19,0.23,0.285,0.64
9319,25.0,2384.58,65.0,0.065,0.052,0.0,1.0,95.36,0.605,0.417,1.95
9320,3.0,131.3,7.0,0.275,0.054,68.0,0.0,44.11,0.461,0.229,0.37
9321,12.0,365.6,23.0,0.069,0.076,18.0,2.0,31.78,0.198,0.283,0.56
9322,9.0,690.07,32.0,0.13,0.02,14.0,1.0,76.07,0.114,0.0,2.04
9323,13.0,235.59,45.0,0.075,0.056,21.0,0.0,18.63,0.54,0.252,2.0
9324,11.0,530.4,27.0,0.14,0.057,15.0,2.0,50.02,0.276,0.105,2.3
9325,8.0,648.1,43.0,0.143,0.038,23.0,1.0,82.76,0.534,0.282,1.28
9326,10.0,236.88,66.0,0.278,0.154,6.0,0.0,24.71,0.432,0.196,1.61
9327,20.0,1788.2,83.0,0.0,0.02,8.0,2.0,88.91,0.382,0.468,1.5
9328,16.0,318.76,34.0,0.133,0.036,23.0,2.0,20.34,0.41,0.1,2.83
9329,5.0,110.87,9.0,0.156,0.055,31.0,0.0,23.73,0.141,0.205,1.12
9330,6.0,14.58,5.0,0.198,0.046,42.0,2.0,2.53,0.19,0.149,0.0
9331,3.0,189.34,7.0,0.025,0.096,35.0,1.0,70.52,0.798,0.142,0.0
9332,29.0,585.66,26.0,0.433,0.116,0.0,3.0,20.19,0.595,0.164,0.78
9333,0.0,106.05,9.0,0.108,0.038,50.0,1.0,106.05,0.799,0.267,1.26
9334,10.0,457.5,33.0,0.132,0.041,9.0,0.0,45.36,0.328,0.267,3.4
9335,19.0,509.26,40.0,0.067,0.017,16.0,0.0,27.05,0.433,0.449,3.08
9336,9.0,572.59,41.0,0.027,0.0,10.0,0.0,64.38,0.142,0.129,2.91
9337,17.0,368.71,23.0,0.093,0.015,17.0,3.0,22.02,0.397,0.336,2.46
9338,13.0,760.79,39.0,0.242,0.0,8.0,3.0,58.53,0.277,0.193,1.64
9339,35.0,1235.66,42.0,0.036,0.041,11.0,1.0,35.39,0.416,0.355,0.59
9340,12.0,1844.4,58.0,0.059,0.019,7.0,1.0,154.7,0.325,0.232,2.27
9341,1.0,25.22,2.0,0.01,0.0,95.0,0.0,25.22,0.404,0.066,0.62
9342,21.0,679.68,23.0,0.084,0.075,19.0,0.0,32.71,0.522,0.211,1.87
9343,8.0,308.22,18.0,0.079,0.089,8.0,0.0,37.69,0.525,0.362,2.85
9344,4.0,191.86,4.0,0.165,0.086,24.0,1.0,49.81,0.066,0.365,0.21
9345,5.0,91.73,9.0,0.242,0.039,34.0,1.0,19.32,0.614,0.434,0.0
9346,11.0,1017.6,22.0,0.16,0.082,0.0,0.0,94.55,0.342,0.113,3.52
9347,19.0,316.46,43.0,0.332,0.107,8.0,1.0,16.32,0.616,0.017,2.02
9348,3.0,169.72,0.0,0.293,0.024,41.0,0.0,51.53,0.352,0.202,0.86
9349,2.0,163.36,9.0,0.272,0.038,25.0,0.0,73.52,0.231,0.435,1.28
9350,10.0,454.19,30.0,,,9.0,0.0,45.38,0.682,0.063,0.0
9351,9.0,493.51,44.0,0.102,0.0,22.0,0.0,52.25,0.487,0.199,3.01
9352,11.0,539.94,10.0,0.082,0.09,16.0,2.0,49.65,0.634,0.0,1.79
9353,10.0,706.57,35.0,0.121,0.064,14.0,1.0,70.69,0.523,0.093,1.35
9354,29.0,1606.76,54.0,0.071,0.017,4.0,1.0,55.64,0.303,0.206,1.11
9355,4.0,145.34,0.0,0.248,0.013,31.0,0.0,33.88,0.369,0.541,1.09
9356,22.0,1586.74,52.0,0.044,0.031,3.0,2.0,72.43,0.608,0.174,2.43
9357,17.0,567.39,24.0,0.102,0.039,14.0,0.0,33.66,0.543,0.226,1.56
9358,2.0,147.57,8.0,0.147,0.036,42.0,1.0,95.66,0.515,0.583,0.66
9359,26.0,539.44,32.0,0.312,0.124,0.0,3.0,20.42,0.739,0.163,1.51
9360,11.0,456.85,32.0,0.091,0.045,17.0,2.0,40.4,0.29,0.362,1.77
9361,30.0,1947.53,55.0,0.132,0.01,9.0,2.0,64.95,0.375,0.236,2.19
9362,29.0,748.46,54.0,0.043,0.053,7.0,0.0,25.91,0.936,0.345,2.77
9363,2.0,150.07,16.0,0.096,0.015,56.0,1.0,76.37,0.123,0.272,0.17
9364,42.0,2326.41,36.0,0.072,0.044,12.0,0.0,55.44,0.217,0.216,2.31
9365,3.0,130.2,12.0,0.202,0.055,20.0,0.0,44.77,0.391,0.309,0.44
9366,1.0,44.34,8.0,0.158,0.061,52.0,2.0,41.37,0.453,0.261,1.63
9367,1.0,80.07,0.0,0.063,,112.0,0.0,80.07,0.25,0.127,2.09
9368,5.0,231.0,10.0,0.314,0.081,45.0,0.0,42.65,0.498,0.525,0.72
9369,28.0,1871.02,80.0,0.068,0.03,6.0,0.0,67.6,0.733,0.555,2.5
9370,17.0,839.03,24.0,0.444,0.057,12.0,2.0,48.9,0.686,0.274,0.0
9371,20.0,309.76,24.0,0.131,0.025,9.0,1.0,15.67,0.62,0.213,2.7
9372,4.0,63.64,16.0,0.164,0.018,49.0,0.0,15.6,0.392,0.277,1.29
9373,13.0,700.74,36.0,0.314,0.091,11.0,3.0,52.69,0.45,0.083,0.91
9374,30.0,1826.04,86.0,0.017,0.024,6.0,2.0,60.71,0.562,0.441,3.2
9375,4.0,412.7,28.0,0.152,0.05,13.0,1.0,101.14,0.185,0.311,1.7
9376,9.0,151.3,6.0,0.291,0.077,35.0,0.0,16.95,0.24,0.343,1.86
9377,26.0,1805.86,73.0,0.04,0.035,8.0,1.0,68.58,0.719,0.308,2.45
9378,12.0,719.91,48.0,0.4,0.085,13.0,0.0,58.59,0.282,0.154,2.08
9379,7.0,155.65,14.0,0.104,0.033,15.0,0.0,21.14,0.362,0.268,0.02
9380,1.0,188.14,9.0,0.029,0.064,0.0,0.0,144.09,0.269,0.287,0.74
9381,12.0,677.63,12.0,0.404,0.116,16.0,2.0,54.88,0.58,0.14,0.0
9382,1.0,14.49,4.0,0.118,0.011,115.0,1.0,14.49,0.383,0.0,1.93
9383,12.0,449.3,29.0,0.128,0.109,15.0,2.0,37.88,0.074,0.3,2.52
9384,4.0,202.89,11.0,0.311,0.0,26.0,1.0,55.07,0.454,0.015,2.17
9385,23.0,1735.67,72.0,0.031,0.029,3.0,0.0,75.18,0.231,0.297,1.19
9386,13.0,260.16,38.0,0.213,0.032,2.0,1.0,19.44,0.297,0.182,2.18
9387,9.0,846.39,31.0,0.14,0.026,20.0,0.0,91.2,0.565,0.106,3.73
9388,10.0,599.96,43.0,0.058,0.013,16.0,1.0,60.42,0.493,0.0,2.27
9389,3.0,121.64,16.0,0.13,0.055,44.0,0.0,39.11,0.315,0.242,1.28
9390,8.0,327.99,24.0,0.1,0.0,12.0,0.0,40.57,0.445,0.138,1.76
9391,15.0,481.35,21.0,0.07,0.042,5.0,0.0,32.62,0.279,0.0,2.15
9392,13.0,398.71,48.0,0.563,0.088,0.0,2.0,30.08,0.627,0.198,2.01
9393,1.0,156.88,3.0,0.115,0.016,103.0,1.0,156.88,0.46,0.117,2.38
9394,5.0,579.79,26.0,0.14,0.046,22.0,0.0,110.35,0.017,0.122,2.06
9395,27.0,1826.1,67.0,0.046,0.011,4.0,3.0,66.8,0.392,0.228,1.03
9396,1.0,122.05,3.0,0.276,0.061,15.0,1.0,95.68,0.489,0.232,1.27
9397,0.0,190.3,0.0,0.316,0.028,0.0,0.0,190.3,0.582,0.169,0.06
9398,1.0,146.28,1.0,0.27,0.007,0.0,0.0,146.28,0.528,0.109,0.44
9399,14.0,506.31,34.0,0.13,0.018,7.0,0.0,36.07,0.126,0.216,2.17
9400,23.0,843.54,38.0,0.498,0.099,14.0,0.0,37.46,0.784,0.238,0.13
9401,17.0,478.27,26.0,0.071,0.063,15.0,0.0,28.92,0.11,0.265,1.86
9402,18.0,408.68,62.0,0.293,0.038,16.0,2.0,22.37,0.844,0.088,0.53
9403,27.0,2317.31,36.0,0.068,,8.0,0.0,84.82,0.553,0.112,2.09
9404,32.0,1263.56,80.0,0.009,0.033,5.0,3.0,40.05,0.579,0.088,1.51
9405,28.0,1473.19,55.0,0.064,0.041,9.0,2.0,52.03,0.291,0.097,2.93
9406,0.0,119.63,5.0,0.155,0.05,44.0,2.0,119.63,0.077,0.0,0.41
9407,12.0,980.44,41.0,0.28,0.071,23.0,1.0,80.0,0.861,0.123,0.58
9408,22.0,2451.43,55.0,0.054,0.024,7.0,2.0,110.33,0.554,0.199,2.55
9409,2.0,36.19,3.0,0.148,0.022,122.0,0.0,18.54,0.327,0.0,2.56
9410,28.0,1864.72,57.0,0.036,0.068,1.0,0.0,66.54,0.274,0.224,2.2
9411,0.0,56.56,9.0,0.135,0.065,50.0,1.0,56.56,0.451,0.238,0.19
9412,23.0,2421.99,62.0,0.033,0.038,5.0,2.0,107.52,0.745,0.297,2.14
9413,4.0,122.86,6.0,0.184,0.027,24.0,0.0,27.53,0.251,0.0,0.0
9414,16.0,460.09,15.0,0.093,0.001,16.0,2.0,28.36,0.547,0.241,3.63
9415,6.0,829.13,31.0,0.041,0.052,1.0,1.0,145.0,0.234,0.169,1.81
9416,3.0,98.12,8.0,0.302,0.039,39.0,0.0,35.87,0.325,0.292,0.59
9417,17.0,754.57,29.0,0.291,0.074,14.0,1.0,43.56,0.478,0.263,0.66
9418,0.0,31.32,15.0,0.209,0.062,44.0,0.0,31.32,0.546,0.34,0.55
9419,34.0,2255.76,67.0,0.061,0.01,9.0,1.0,66.42,0.492,0.24,3.04
9420,11.0,430.94,29.0,0.183,0.086,15.0,2.0,37.67,0.644,0.264,1.55
9421,27.0,1818.5,35.0,0.08,0.041,4.0,1.0,66.61,0.069,0.288,2.86
9422,9.0,755.79,39.0,0.067,0.035,19.0,2.0,80.98,0.291,0.252,0.09
9423,4.0,165.87,10.0,0.045,0.0,45.0,2.0,41.92,0.025,0.277,0.0
9424,34.0,1872.45,71.0,0.099,0.038,12.0,1.0,54.75,0.732,0.172,2.92
9425,10.0,658.55,34.0,0.114,0.081,20.0,1.0,64.68,0.346,0.042,0.9
9426,16.0,720.08,30.0,0.102,0.067,14.0,0.0,45.49,0.252,0.236,3.65
9427,2.0,71.9,10.0,0.299,0.036,40.0,0.0,37.82,0.254,0.274,0.83
9428,0.0,230.74,4.0,0.213,0.022,53.0,1.0,230.74,0.283,0.029,0.96
9429,5.0,16.13,8.0,0.358,0.052,33.0,0.0,3.2,0.095,0.161,0.05
9430,6.0,352.88,33.0,0.175,0.108,12.0,1.0,56.1,0.19,0.284,2.28
9431,15.0,442.83,30.0,0.338,0.104,7.0,2.0,30.54,0.353,0.251,0.8
9432,34.0,1934.84,38.0,0.059,0.048,6.0,3.0,56.57,0.502,0.122,2.73
9433,1.0,112.49,6.0,0.187,0.011,54.0,0.0,112.49,0.384,0.132,1.49
9434,14.0,459.12,28.0,0.076,0.109,11.0,0.0,33.63,0.658,,1.78
9435,1.0,118.87,5.0,0.23,0.038,99.0,0.0,93.47,0.4,0.0,1.17
9436,26.0,1323.56,22.0,0.077,0.0,2.0,1.0,51.44,0.401,0.061,1.72
9437,15.0,442.69,35.0,0.078,0.1,20.0,0.0,28.58,0.049,0.149,1.71
9438,5.0,168.83,12.0,0.058,0.032,30.0,1.0,31.83,0.534,0.177,1.12
9439,21.0,1391.86,32.0,0.098,0.042,2.0,2.0,65.64,0.233,0.394,2.73
9440,4.0,159.88,7.0,0.267,0.052,35.0,1.0,37.69,0.318,0.231,0.11
9441,1.0,121.71,8.0,0.066,0.036,26.0,1.0,81.35,0.708,0.074,0.58
9442,8.0,849.62,36.0,0.123,0.052,20.0,1.0,102.43,0.153,0.138,1.35
9443,14.0,993.16,46.0,0.141,0.072,21.0,0.0,72.77,0.139,0.203,
9444,1.0,127.27,4.0,0.232,0.088,110.0,0.0,95.16,0.012,0.115,0.11
9445,13.0,2147.38,66.0,0.078,0.014,11.0,0.0,160.5,0.286,0.11,1.31
9446,14.0,734.68,26.0,0.166,0.08,16.0,0.0,52.53,0.218,0.063,3.45
9447,2.0,26.78,2.0,0.108,0.0,84.0,0.0,15.86,0.121,0.079,0.0
9448,15.0,493.22,35.0,0.358,0.091,19.0,0.0,32.75,0.672,0.523,1.58
9449,3.0,67.3,3.0,0.0,0.086,71.0,1.0,26.71,0.3,0.401,0.75
9450,28.0,2093.42,65.0,0.076,0.06,7.0,2.0,75.58,0.183,0.298,2.25
9451,4.0,150.31,10.0,0.119,0.074,38.0,1.0,34.28,0.236,0.319,0.0
9452,17.0,389.18,23.0,0.082,0.059,14.0,3.0,22.28,0.402,0.31,3.06
9453,13.0,624.03,22.0,0.186,0.077,10.0,0.0,46.46,0.336,0.305,1.34
9454,27.0,2050.36,68.0,0.102,0.046,6.0,0.0,74.69,0.389,0.36,1.51
9455,1.0,191.51,7.0,0.222,0.054,18.0,0.0,128.65,0.261,0.339,0.0
9456,28.0,1705.0,86.0,0.024,0.025,2.0,1.0,60.29,0.732,0.245,2.0
9457,22.0,386.32,47.0,0.255,0.067,22.0,2.0,17.53,0.745,0.258,1.73
9458,2.0,20.98,5.0,0.142,0.018,63.0,1.0,9.49,0.19,0.022,0.0
9459,13.0,516.87,32.0,0.079,0.027,18.0,1.0,38.8,0.316,0.37,2.26
9460,1.0,27.31,7.0,0.197,0.04,41.0,0.0,27.31,0.248,0.304,0.79
9461,14.0,877.55,41.0,0.469,0.05,14.0,1.0,63.09,0.786,0.101,1.14
9462,8.0,663.96,52.0,0.303,0.154,11.0,1.0,82.38,0.639,0.26,0.0
9463,17.0,699.01,23.0,0.072,0.049,2.0,1.0,41.3,0.222,0.394,1.71
9464,41.0,2045.31,64.0,0.071,0.033,5.0,2.0,49.87,0.285,0.041,0.38
9465,39.0,1782.41,72.0,0.0,0.033,7.0,3.0,45.28,0.414,0.229,2.54
9466,5.0,189.72,13.0,0.207,0.024,18.0,0.0,37.92,0.294,0.417,0.82
9467,27.0,566.37,53.0,0.302,0.0,7.0,0.0,20.75,0.872,0.189,1.71
9468,14.0,451.89,28.0,0.08,0.0,2.0,0.0,32.21,0.207,0.397,1.28
9469,5.0,156.6,10.0,0.086,0.015,58.0,1.0,34.34,0.439,0.298,0.0
9470,29.0,1690.63,38.0,0.0,0.036,7.0,2.0,58.48,0.636,0.32,1.84
9471,15.0,875.92,40.0,0.285,0.079,6.0,3.0,58.49,0.188,0.19,0.3
9472,35.0,1410.41,50.0,0.029,0.048,3.0,0.0,40.16,0.642,0.104,1.75
9473,1.0,29.34,2.0,0.044,0.0,59.0,1.0,19.7,0.125,0.051,1.6
9474,28.0,1138.68,62.0,0.019,0.02,7.0,1.0,40.05,0.636,0.252,1.98
9475,12.0,822.55,21.0,0.135,0.115,13.0,2.0,69.86,0.331,0.177,1.47
9476,10.0,318.74,34.0,0.041,0.064,8.0,1.0,31.84,0.216,0.038,0.3
9477,0.0,187.31,12.0,0.336,0.057,50.0,1.0,187.31,0.415,0.251,1.11
9478,17.0,580.31,33.0,0.45,0.126,20.0,1.0,34.01,0.62,0.18,1.4
9479,5.0,580.48,11.0,0.127,0.082,7.0,0.0,112.68,0.305,0.325,0.89
9480,11.0,953.34,36.0,0.063,0.035,12.0,3.0,87.38,0.253,0.137,2.15
9481,27.0,1540.43,72.0,0.035,0.043,5.0,0.0,57.51,0.666,0.231,1.59
9482,17.0,333.31,15.0,0.045,0.088,27.0,3.0,20.07,0.171,0.086,2.38
9483,11.0,462.9,31.0,0.131,0.054,8.0,3.0,43.72,0.493,0.342,0.99
9484,13.0,614.85,39.0,0.323,0.083,20.0,1.0,47.32,0.572,0.126,0.37
9485,9.0,711.88,14.0,0.129,0.038,12.0,1.0,79.5,0.153,0.255,1.88
9486,31.0,1721.59,41.0,0.093,0.009,8.0,2.0,56.05,0.61,0.135,2.28
9487,2.0,108.08,15.0,0.207,0.044,25.0,2.0,56.96,0.255,0.107,1.79
9488,26.0,2473.86,62.0,0.031,0.059,0.0,2.0,96.49,0.257,0.425,2.26
