record_id;machine_type;shift;operator_level;maintenance_done_recently;temperature_c;pressure_bar;vibration_mm_s;current_a;runtime_hours;humidity_pct;production_rate_units_h;defect_count_last_hour;days_since_maintenance;machine_status
102053;Pump;Morning;Senior;No;64.56;5,21;1.94;29.27;578.8;35.8;77.6;0;54;OK
100179;Conveyor;M;Junior;;57,51;6.45;2.15;15.41;483.0;64.7;106.4;1;110;OK
100920;Compressor;Night;Junior;Yes;108.89;7.52;4.33;24.88;N/A;71.8;86.5;6;75;FAILURE
100679;CNC;Morning;Senior;no;68.22;6.6;1.71;16.64;;43.1;116.7;0;10;OK
100240;CNC;Morning;Junior;No;71.39;6.8;2.47;15.15;934.7;54.5;125.1;1;104;FAILURE
100973;CNC;Morning;intermediate;No;61.03;3.83;2.83;29.01;604.6;71.5;104.0;3;73;OK
102447;CNC;M;Junior;yes;66.96;7.27;0.9;19.99;614.5;30.4;109.6;0;87;WARNING
101922;Pump;afternoon;Junior;N;71.39;8.5;5.62;7.16;963.5;47.7;97.7;2;53;FAILURE
101638;Conveyor;Night;Intermediate;No;68.3;5,72;3.06;18.96;1253.1;20.8;112.5;1;49;FAILURE
100098;CNC;MORNING;Jr;yes;81.69;5.71;3.57;25.49;461.4;44.1;125.3;2;85;FAILURE
101354;Pump;Night;Junior;No;89.77;6.39;5.32;16.06;220.9;33.1;96.7;5;72;WARNING
101099;Conveyor;MORNING;Intermediate;No;56.41;6.19;2.82;14,22;257,8;N/A;109.7;2;56;OK
101930;Pump;Afternoon;Mid;no;61.6;error;2.92;27.43;696.9;51.1;114.2 u/h;3;24;WARNING
100717;Compressor;NIGHT;senior;no;88.73;7.29 bar;6.12;21.36;847.8;54.8;96.1;5;32;FAILURE
100937;Conveyor;Morning;Senior;No;59,86;5.56;0.57;18.28;497.6;30.9;142.1;0;83;OK
101425;Pump;N;Jr;Y;96.78;6.28;3.79 mm/s;18.22;318.6;40.8;90.2;4;107;WARNING
100651;Pump;Night;Sr;No;90.36;8.35;4.27;23.2;747.5;31.7;86.9;3;97;FAILURE
100982;Conveyor;N;Intermediate;yes;67.12;6.24;1.49;13.34;474.1;44.6;98.1;1;7;OK
100281;CNC;M;Junior;N;69.9;8.18;0.67;26.14;836.1;41.3;132.0;2;110;WARNING
100248;Pump;MORNING;Intermediate;N;75.69;7.3;2,48;;909.2;63.7;63.4;5;74;FAILURE
100853;Conveyor;Morning;senior;0;;3.98;4.26;20.14;1007.0;53.8;146.0;1;60;OK
102455;Compressor;Night;Junior;No;106.37;6.95;2.77;17.36;1870.7;20.3;unknown;2;36;FAILURE
101769;CNC;morning;Intermediate;Yes;60,99;7.13;2.12;22.66;453.9;53.5;112.2;0;53;OK
101928;Compressor;Afternoon;Intermediate;No;80,63;7.47;;28.51;292.0;47.1 %;82.8;4;65;FAILURE
101036;Compressor;Morning;junior;Y;74.76;9.91 bar;2.42 mm/s;22.68;348.2;88.0;92.8;1;61;OK
101181;Compressor;morning;Senior;No;71.35;8.28;3.97;23.6;419.8;52.2;68.5;1;18;OK
101646;Pump;Morning;Junior;0;74.38;6.94;1.29;20.21;302.5;20.9;50,4;1;16;OK
101929;CNC;Morning;Senior;No;53.76;7.48;0.86;18.4;835.9;31.3;120.6;1;17;OK
102002;Pump;Night;Intermediate;0;?;5.26;8.95;23.33;768.4;36.7;116.2;4;70;FAILURE
102151;Compressor;M;Junior;Yes;93.81;8.05;2.62;17.32;706.0;45.8;96.2;7;2;OK
102129;CNC;Afternoon;Intermediate;no;64.76;5.17;0.83;14.91;1042.1;45.2;92.6;3;90;WARNING
100629;Compressor;afternoon;Intermediate;No;81.31;9.04;8.0;23.66;774.1;24.2;89.6;4;112;FAILURE
100745;Pump;Afternoon;Junior;No;85.54;6.96;6.71;22.69;459.7;50.8;99.0;1;82;FAILURE
102077;Conveyor;Morning;intermediate;0;64.37;5.17;2.27;13.58;;34.1;132.5;1;14;OK
101289;Pump;Night;Junior;No;64,46;4.61;3.83;12.63;1213.3;40,4;86.2 u/h;1;86;FAILURE
101597;CNC;MORNING;Sr;no;68,37;6.64;;22.38;1114.3;47.5;119.6;3;7;FAILURE
102149;Compressor;Night;Intermediate;No;90.24;6,74;;21.07;1080,7;59.9;76.3;4;77;FAILURE
102120;CNC;Morning;intermediate;N;80.47 C;5.17;1,59;25.5;1140,1;59.8;74.2;2;93;FAILURE
100482;CNC;Morning;Intermediate;;75.32;4.75;2.34;9.55;1197.1;52,9;100.3;2;19;FAILURE
102589;Pump;Night;intermediate;yes;83.51;5.68;0.65;18.43 A;422.2;52.7;92.7;1;36;OK
101520;CNC;Afternoon;intermediate;yes;76.43;5.33;4.35;15.63;670.6;40.5;115.1;1;41;OK
102157;CNC;Afternoon;Senior;No;67.65;5.7;2.12;17.52;607.7;28.6;102.6;1;100;WARNING
100101;Conveyor;A;Intermediate;No;49.86;4,83;0.7;16.45;495.9 h;58.9;113.8;0;11;OK
102032;Pump;Afternoon;Junior;no;82.57;7.73;8.43;N/A;579.2;41.2;86.8;3;13;FAILURE
100102;Compressor;A;Mid;no;91.38;6.3;0.91;19.92;746.5;32.0;75.8;3;106;FAILURE
101594;Pump;Night;Mid;0;77.1;6.5;4.47;unknown;546.7;47.2;90.2;1;41;OK
100346;Compressor;AFT;Intermediate;N;93,15;9.99;3.01;15.89;362.2;15.7;70.3;3;91;FAILURE
100186;Compressor;Afternoon;senior;No;77.13;3.6;2.48 mm/s;22.65;924.1;73.0;78.1;0;97;WARNING
102182;Conveyor;NIGHT;Intermediate;Yes;55.89;4.56;2.1;16.4;892.5;55.6;110.3;0;22;OK
101596;Compressor;afternoon;Intermediate;No;84.0;9.33;0.8;22.03;898.6;47.9;error;1;113;FAILURE
100171;CNC;MORNING;Junior;No;71.71;4.77;2.62;14.92;1399.2;53.9;86.3;0;9;FAILURE
102185;Pump;Night;junior;0;65.24;5.76;2.11;13.29;680.1;52.0;75.6;2;108;WARNING
101879;Pump;Night;Junior;No;64.01;7.97;4.67;;407.5;48.3;101.3;1;11;OK
100412;Compressor;Night;Senior;No;86.11;8.15;0.63;24.9;372.3;47.9;82.1;2;30;OK
100807;Compressor;Afternoon;Intermediate;N;82.32;8.16;2.6;18.61;463.9;27.5;67.2;2;54;OK
100595;CNC;Afternoon;Senior;Yes;82.94;4.62;3.52;19.8;400.7;34.9;105.2;4;101;OK
101589;CNC;Morning;Senior;N;66.25;7.01 bar;0.51;18.47;270.0;66.4;102.3;2;96;OK
102303;Pump;morning;junior;no;77.2;5.98;4.79;14.03;1451.4;50.5;104.3;4;46;FAILURE
101902;CNC;Afternoon;Intermediate;yes;57.66;6.06;2.42;18.06;920.9;32.8;73.4;0;108;WARNING
101198;Compressor;NIGHT;Junior;N;88.77;6.57;5.3;17.4;291,1;26,2;68.4;1;30;OK
100655;Conveyor;Morning;Junior;Yes;;5.48;0.99;16.22;1048.0;67.1;176.3;1;8;OK
101225;CNC;Night;junior;No;62.31;8.8;1.11;14.09;893.4;56.2;140.0;0;33;WARNING
101037;Pump;Night;Intermediate;no;87.02;8.39;11.19;17.18;1404.4;36.4;78,4;1;2;FAILURE
100446;Compressor;Night;;1;106.09;9.17;4.89;24.85;990.2;22,6;64.9;7;76;FAILURE
100897;CNC;Night;Jr;yes;77.48;5.06;0.17;22.31;717.8;42,4;130.9;1;7;OK
101143;Conveyor;night;Senior;Y;72.14;6.3;1,99;17.01;1035.2;57.2;160.6;0;54;FAILURE
102580;Conveyor;Afternoon;Senior;Yes;58.24;4.51;1.18;14.99;1127.0;37.6;129.9;2;102;WARNING
100691;CNC;Morning;Senior;No;73.5;8.58;1.5;19.41;242.1;41,9;121.6;1;37;OK
102051;Conveyor;Night;intermediate;No;51.98;6.08;4.82;17.88;649.9;41.6 %;87,4;1;79;OK
101342;Conveyor;M;Junior;No;61,87;5.97;0.3;17.03;;32.1;;0;71;OK
100382;Conveyor;Morning;Intermediate;no;48,17;7.35;0.62;16.4;605.8;37.8;107,2;0;72;OK
101954;Conveyor;AFT;Intermediate;Yes;57.29;3.85;3.09;20.93;1552.4;38.7;97.6;1;12;WARNING
100525;CNC;MORNING;senior;no;59.99;6,1;1.93;14.05;336.9;30.5;119.7;1;86;OK
100604;Compressor;Afternoon;Intermediate;No;70.04;7.99;1.78;17.87;808.9;79.3;84.6;1;21;OK
100242;Compressor;Afternoon;Senior;No;73.02;;1.05;22.24;439.8;55.7;60.6;0;41;OK
100176;CNC;Morning;Intermediate;no;59.7;6.02;4.96;14.72;506.1;47,6;121.2;0;89;OK
101421;Compressor;Morning;Senior;No;70,98;6.2;9.52;13.17;721.2;27.6;104,7;2;66;FAILURE
102505;CNC;night;intermediate;0;73,27;6.73;2.64;18.33;247.3;64.9;121.2;0;105;OK
100477;Pump;Morning;junior;No;;7.5;2.59;15.74;826.6;52.2;93.1;3;68;WARNING
101757;CNC;Night;intermediate;No;72.02;7.05;4.39;20.86;378.9;58.9;125.5 u/h;3;48;OK
101583;Pump;afternoon;Intermediate;No;79.69;6.95;3.18;18.71;1187.0;64.3;99.9;2;38;FAILURE
100435;CNC;Night;junior;No;;5.44;2.2;23.4;359.5;41.8;80.4;0;57;OK
100263;Pump;M;Junior;No;63.38;6,16;2.64;19.66;1147.0;30.7;98.2;0;54;FAILURE
101555;CNC;Afternoon;Mid;0;72.49;5.94;2.35;15,62;1160.8;50.6;99.0;0;55;WARNING
100671;CNC;NIGHT;intermediate;No;71.34;3.76;3.83;14.97 A;992.0;41.1;122.7 u/h;1;83;WARNING
101576;CNC;AFT;Intermediate;No;90.26;5.52;0.98;15.64;724.6;22.4;144.1;5;23;OK
102197;CNC;MORNING;Mid;No;65.93;7.36;5.47;22.98;339.9;40.0;109.9;1;18;OK
101895;Pump;Morning;Intermediate;no;45.04;6.88;0.74;17.52;1431.1;49.0;140.9;0;23;WARNING
101592;CNC;NIGHT;Intermediate;No;77.56;6.12;0.97;19.39;1513.9;33.3;;3;73;FAILURE
101950;Conveyor;morning;Intermediate;Yes;74.13;5.26;7.2;18.76;457.7;24.2;112.0;2;64;WARNING
100084;CNC;Afternoon;Intermediate;No;67.54;4.42;4.71;17.78;752.4;25.1;79.2;0;97;WARNING
100133;Compressor;afternoon;junior;yes;96.21;6,93;0.95;28.34;802.7;42.7;95.6;2;103;FAILURE
100209;CNC;MORNING;Junior;No;78.22;;1.14;14.17;987.2;;125.6;1;108;FAILURE
102410;Conveyor;Afternoon;Senior;no;59.01;7.54;2.63 mm/s;17.88;821,8;21.1 %;111.2;0;70;OK
101785;CNC;Night;Intermediate;N;76.8;6.73;1.66;12.34;153.9;29.6;110.0;0;105;OK
100169;Pump;Night;;Yes;78.83;8.64;3.42;24.95;364.2;59.1;96.7;2;65;OK
100155;CNC;Night;senior;No;66.03;6.87;4.02;20,7;1069.6;59.4;?;0;84;FAILURE
100192;CNC;M;Mid;0;48.97;5.74;1,48;11.67;292,1;51,8;98.7;1;79;OK
101966;CNC;Afternoon;;0;;5,74;2.33;13.96;830.5;39.6;94.6;1;37;OK
102500;Pump;Night;intermediate;N;84.67;6.91;10.08;20.42;696.7;44.0 %;121.9;2;77;FAILURE
101777;Compressor;NIGHT;Senior;yes;89.37;8.92;5.23;29.22;270,2;42.7;75.7;0;81;WARNING
102331;Compressor;Night;Junior;No;122.08;9.01;2.87;19.18;878.1;44.6;66.6;3;85;FAILURE
101580;Conveyor;Night;Senior;1;;7.02;2.45;22.89;752.2;68.6;128.7;0;45;OK
101743;CNC;afternoon;Intermediate;No;88.94;6.49;2.29;15.88;570.8;67.6;114.8;2;9;OK
100425;Compressor;morning;Junior;No;94.82;7.74;7.64;21.78;835.0;51.1;86.8;5;109;FAILURE
102494;Conveyor;AFT;Junior;no;65.89;5.69 bar;2.81;18.98;1119.2;34.5;99.3;1;65;FAILURE
101331;Compressor;Afternoon;Intermediate;Y;94.61;9.74;1.21;14.85;148.2;52.3;83.0;2;81;OK
101932;Compressor;Morning;Intermediate;no;81.53;7,46;4.96;21.36;517.4;42.6;62.2;3;60;WARNING
100794;CNC;Morning;Senior;no;74.29;5.13;3.8;18.04;675.0;43.4;109.2 u/h;1;19;WARNING
101107;CNC;Morning;Intermediate;0;50.02;7.1;1.69;20.64;623.8;43.6;72.9;0;16;OK
101287;Pump;Night;Intermediate;No;95.77 C;6.81;1.51;15.92;250.5;41.2;96.7;1;78;OK
101962;Pump;Morning;Mid;Y;76.42;8.22;0.22;22.56;1267.6;41.5;99.6;2;55;FAILURE
100753;CNC;Morning;Mid;No;79.52;5.63;2.38;23.7;730.7;16.4;107.6;4;11;OK
100579;Conveyor;Morning;senior;No;48.04;6.21;;15.08;1090.5;46.0;160.0;1;44;WARNING
101633;Compressor;Night;Intermediate;0;91,24;6.12;7.56;20.02;651.4;51.6;75.0;2;97;FAILURE
100919;Pump;Afternoon;senior;No;81.75;7.26;2.18;25.08;1152.8;43,5;92.1;3;103;FAILURE
100520;Conveyor;morning;Junior;no;57.58;6.36;2.27;17.81;327.4;61.0;95,8;0;37;OK
101577;Compressor;Afternoon;Intermediate;No;93.39;8.15;2,17;21.01;851.4;57.9;66,8;4;109;WARNING
101946;Conveyor;Morning;Senior;No;62.41;4.02 bar;2.19 mm/s;11.97;620.8;62.9;84.1;2;53;OK
101138;Pump;Night;Intermediate;Yes;78.4;6.93 bar;3.81;12.74;1005,9;33.0;106.6;2;67;FAILURE
100956;Conveyor;night;Junior;No;unknown;5.09;1.09;23.06;1341,2;40.7;132,9;0;65;FAILURE
100107;Pump;NIGHT;Senior;No;93.74;9.54;2.76;21.59;542.7;51.0;90.7;6;35;FAILURE
101643;Pump;afternoon;Senior;N;71.44;5.59;3.89;28.73;815.1;62.6;78.6;1;55;WARNING
100349;Compressor;Night;Intermediate;no;111.19;5.25;1.91;22.23;590.1;36.5;74.2;2;30;WARNING
101906;Pump;AFT;junior;Yes;89.84;7.2;2.67;26.49;413.3;61.3;67.7;3;10;FAILURE
101504;Pump;Morning;Junior;No;94.6;7.47;2.01;22.46;655.6;25.4;;3;9;WARNING
100058;Compressor;Afternoon;Intermediate;N;64.33;6.85 bar;1.29;21.69;326.4;57.0;85.3;1;73;OK
102359;Conveyor;Afternoon;Senior;N;59.73;6.01;3.48;18.45;393.1;30.0;87.0;0;104;OK
100028;CNC;Morning;Junior;Yes;54.33;6.12;;18.1;1100.8;82.1;101.5;0;44;WARNING
102293;Compressor;Afternoon;Senior;yes;82.97;8.13;1.48;25.66;329.7;62,5;103.7;5;111;OK
101339;Conveyor;Afternoon;Intermediate;No;74.09;5.03;1.88;8.57;550.4;50.7;119.8;1;22;OK
102334;CNC;Morning;Junior;No;66.82;4.88;2.22;;;60.6;99.3;0;5;OK
102081;Pump;Night;Senior;No;80.67;7.13;2.86;20.1;972.4;41.0;89.0;1;73;FAILURE
100762;CNC;M;Junior;N;66.95;7.63;N/A;19.5;706.8;50,0;94.2;1;36;OK
102415;Pump;Morning;Mid;No;71,8;8.19;3.34;17.46;937.1;53,1;64.1;3;72;FAILURE
100797;CNC;Morning;Intermediate;no;64.99;6.23;5.15;25.11;961,0;42.7;91.5;3;9;WARNING
102326;Conveyor;Morning;junior;N;56.42;5.97;5.21;10,57;1019.2;36.4;149.7;2;89;WARNING
102395;Compressor;afternoon;Intermediate;;94.23;6.6;4.41;22.49;483.0;37.3;79.5;2;16;FAILURE
102084;CNC;Night;Junior;no;67.53;8.72;2.57;16.16;1059.4;24.9;121.4;0;67;FAILURE
100646;Conveyor;Afternoon;Senior;Yes;50.96;4.28;0.76;18.04;687.8;;156.8;0;92;OK
100331;Compressor;Afternoon;Intermediate;No;89.76;8.47;6.21;17.01;1250.2;55.3;74.4;0;73;FAILURE
101759;Conveyor;AFT;Intermediate;no;54.85;4.4;6.52;14.12 A;1326.4;56.6;127.8;1;43;FAILURE
100828;CNC;night;Junior;0;;7.45;5.12;20.55;720.2 h;61.2;102.9;1;29;WARNING
101893;Compressor;Night;Senior;No;128.1;7.51;5.84;23.42;503.4;45.4;94.2;0;53;FAILURE
101700;Compressor;Afternoon;Senior;No;87.31;7.92;7.9;16.81;782.9;48.8;99,8;1;2;FAILURE
100527;Conveyor;Afternoon;intermediate;No;49.41;5.67;1.75;17.14;756.6;47.2 %;106.4;0;104;WARNING
101623;Conveyor;MORNING;Intermediate;0;63.13;4.85;?;19.86;469.0;47.9;153.4;0;51;OK
101149;Pump;Morning;Intermediate;no;63.44;9.54;6.29;23.18;420.9;24.0;117.6;2;74;FAILURE
100786;Pump;A;intermediate;No;88.52;7.05;2.89;15.5;828.7;41.2;75.8;3;72;FAILURE
101878;Pump;Morning;Senior;N;86.54;8.17;2.1;16.76 A;696.2;71.7;87.3;2;61;OK
102225;Conveyor;Afternoon;Senior;no;57.69;5.25;0.24;17.86;912,4;56,6;123.7;0;57;OK
101833;Pump;Night;Junior;no;96.74;7.28;4.16;23.04;579.2;63.4;106.9;0;106;FAILURE
102538;Pump;Morning;Intermediate;No;71.04;6.75;1.4;19.26;829.3;62.4;;1;79;OK
102501;CNC;AFT;Junior;0;81.48;5.74;5.85;11.33;1366.3;48.1;106.7;3;56;FAILURE
102135;Pump;N;intermediate;N;88.98;;8.68;21.66;592.0;10.0;108.3;3;54;FAILURE
102166;CNC;Morning;Junior;Yes;57.55;7.91;6.53 mm/s;16.71;496.6;55.0;108.0 u/h;2;119;WARNING
101434;CNC;Afternoon;Intermediate;No;60.37;6.24;0.72;20.75;544.6;68.6;122.4;0;21;OK
100806;CNC;NIGHT;Intermediate;No;84.75;7.37;9.05;17.58;491.7;45.9;120.4;3;114;FAILURE
101180;CNC;Night;Intermediate;No;78.97;6.06;2.69;24.95;882.6;55.4;110.8;4;91;FAILURE
102460;Pump;Morning;Intermediate;no;70.81;9.38;1.52;24.28;418.2;38.7;112.6;0;91;OK
102270;Conveyor;afternoon;Intermediate;yes;59.35;5.78 bar;3.2 mm/s;25.2;460.6;48.9;105.3;1;67;OK
101483;Compressor;Night;Intermediate;No;84.81;7.47;4.99;18.6;945.0;42.6;107.5;2;13;FAILURE
101246;CNC;Afternoon;Junior;Yes;67.31;6.48;1.78;14.79;984.6 h;39.1;113.0;1;69;WARNING
102397;CNC;MORNING;Intermediate;1;61.37;6.48;5,48;12.72;484.6;40,3;102.4;2;66;OK
101399;Compressor;MORNING;Junior;0;80.95;;;25.09;545.1;36,2;84.8;2;76;WARNING
100906;Compressor;Afternoon;Senior;No;89.59;8.3;2.38;25.93;1486.9;45.9;91.0;0;113;FAILURE
100674;Compressor;Night;Junior;yes;;8.98;4.46;24.91;1225.8;58.8;70.8;6;117;FAILURE
100615;CNC;Morning;Intermediate;Yes;66.0;7.56;2.27;20.4;863.9;69.6;116.6;3;23;FAILURE
101081;CNC;Night;senior;0;73.13;7.89;1.27;19.77;1578.0;48.1;107.8;1;20;FAILURE
102569;Compressor;Morning;Senior;No;80.56;6.1;1.57;;728.5;39.6;87.9;0;89;OK
101056;Compressor;Morning;Senior;yes;64.35;6.49;0.42;19.1;275.1 h;41.2;83.5;0;111;OK
100778;CNC;Night;Mid;No;71.03;5.43;3.3;;527.5;32.7;83.2;3;87;WARNING
101781;CNC;Afternoon;Sr;No;74.76;6.81;2.96;16.87;196.2;40.6;92.1;3;62;OK
100821;CNC;Night;Sr;No;82.43;6.87;3.52;21.7;666.8;32.0;?;1;107;WARNING
101033;Pump;Afternoon;Senior;yes;66.28;7.8;2.23;24.8;682.5;49.7;79.6;2;86;WARNING
102140;Conveyor;Afternoon;Senior;N;64.18;5.6;9.69;9.47;324.0;46.4;118.1;2;21;WARNING
102442;CNC;Morning;senior;Yes;52.29;7.71 bar;4.52;17.88;152.0;41.8;91.2;1;33;OK
100054;Compressor;Night;Senior;no;99.77;7.86;1.19;26.21;630.7;41,9;66.1;0;58;FAILURE
101481;Pump;Afternoon;Intermediate;no;82.59;6.51;1.24;20.91;431.3;14.2;103.1;0;48;OK
101130;Conveyor;Night;junior;No;53.76;6.5;2.8;13.73;1000.8;41.0;94.0;0;50;WARNING
101460;Pump;NIGHT;intermediate;no;88.36;9.15;5.54;15.56;592.3;33.2;77.7;4;3;FAILURE
100688;Conveyor;Afternoon;Junior;Yes;63.69;6,01;6.34;19.1;549.4;58.2;106.0;1;81;OK
100630;Conveyor;Afternoon;Senior;No;61.93;4.76;4.03;22.77;948.8;64,0;107.1;1;112;FAILURE
101011;Compressor;Afternoon;Junior;0;97.29;9.11;1,37;29.02;1168.0;47.9;88.3;4;119;FAILURE
101250;Conveyor;Morning;Sr;No;58.79 C;5.16;0.64;20.46;308.0 h;47.1;113.2;0;55;OK
100941;CNC;night;Junior;yes;85.38;4.63;2.2;16.99;371.1;32.1;96.7;1;116;OK
101123;Conveyor;Night;;Y;67.37;5.28;3.82 mm/s;8.32;887.3;52.6;96.9;2;43;WARNING
102322;CNC;Morning;Intermediate;no;55.34;3.79;15.02;21,93;262.2;45.3;107.3;2;110;FAILURE
101286;Conveyor;Morning;Senior;Yes;64.93;5.92;1.75;16,84;1092.2;39.7;72.0;0;23;WARNING
102591;Compressor;Afternoon;Senior;No;78.47;error;;19.72;845,0;23.4;62.2;2;93;FAILURE
100815;CNC;Morning;Junior;Yes;78.79;5.69;1.91;14.83;689.5;75.9;90.0;1;53;OK
100070;Pump;Afternoon;Intermediate;N;80.92;7.83;;20.59;1039,6;50.1;93.7;5;106;FAILURE
101054;CNC;MORNING;Intermediate;No;62.02;5.98;3.03;20.75;532.0;52.2;112,2;2;14;OK
102491;Conveyor;Afternoon;Jr;No;60.79;5.8;1,19;16.69;853.1;50.6;123.0;2;19;OK
100851;CNC;Afternoon;Intermediate;No;71,76;6.08;1.83;9.21;724,0;30.4;104.3;0;99;OK
100601;Pump;Night;Intermediate;no;94.0;9.94;2.58;18.79;703.6;31.3;100.7;1;115;FAILURE
100497;Pump;Morning;Junior;No;79.55;8.08;3.36 mm/s;26.79;281.2;61.9 %;114.8;1;2;OK
100968;CNC;AFT;Mid;No;;6.37;2.09;15.11;413.3;27.2;100.0;0;118;OK
102008;CNC;M;Junior;Yes;66.61;5.62;1.01;21.21;382.2;46,7;106.8 u/h;1;37;OK
100303;Pump;Morning;junior;No;84.52;unknown;2.18;19.69;758.4;68.5 %;69.0;2;54;FAILURE
100332;CNC;Morning;Senior;0;64.98;8.42;N/A;11.05;1782,5;55.5;116.9;0;48;FAILURE
102278;CNC;Afternoon;intermediate;yes;62.92;9.33;2.23;16.62;1444.9;33.4;121.1;0;61;FAILURE
100159;Compressor;A;intermediate;1;92.53;7.51;1.3;10.78;1150.5;27,2;78.6;6;117;FAILURE
101124;CNC;Afternoon;Junior;no;59.19 C;4.63;4.51;14.12;976.4;69.1;131.3;1;86;FAILURE
101512;CNC;Night;Senior;No;84.37;5.9;0.86;17.36;735.4;45.0;91.6 u/h;3;10;OK
100099;CNC;afternoon;intermediate;0;75.22;5.49;2.96;11.31;1260.8;27.7;117.5;2;33;FAILURE
102313;Pump;Afternoon;Junior;No;78.42;8.4;2.31;19.47;252.5;66,2;107.2;4;45;OK
101822;Pump;Morning;Senior;No;89.24;7.95;14.41;10.81;948.3;36.3;69.0;4;112;FAILURE
101815;Conveyor;M;Junior;yes;58,57;6.62;5.49;18.93;;69.4;92.1;1;22;OK
102107;Compressor;M;Junior;0;77.66;8.89 bar;0.88;25.92;562.8;29.6;63.6;0;113;OK
100561;CNC;Night;Junior;Yes;84.14;5.86 bar;1,79;14,32;389.3;57.9;83.9;1;58;OK
101168;Pump;Morning;Junior;no;69.27;6.34;1.13;25,89;230.7;61.8;81.4;0;94;OK
101689;Compressor;NIGHT;Intermediate;No;98.62;9.69;2.09;16.47;521.4;28.7;;3;55;FAILURE
100252;Conveyor;Afternoon;Intermediate;no;62.28;5.88;0.78;19.61;1082.7 h;39.8;120.8;2;49;WARNING
102089;Compressor;NIGHT;intermediate;Yes;87.32;7.26;5.79;25.17;721.4;44.6;71.2;3;30;WARNING
100116;Conveyor;Morning;Intermediate;No;68.7;4.63;2.03;16.12;708.7;50.8;119.6;0;32;OK
101701;Conveyor;Afternoon;Intermediate;0;47.49;4.83;0.94;17.72;852.0;;100.6;0;48;OK
100640;Conveyor;Morning;Junior;yes;66.82;4.6;2,78;18.52;554.6;47.3;128.9;1;17;OK
100016;CNC;Afternoon;Intermediate;;49,06;6.99;3.87;15.95;371.3;51.2;78.3;1;8;OK
100587;CNC;Night;Senior;No;65.13;7.52;0.72;10.74;1107.3;45.8;88.2;0;117;FAILURE
101106;Compressor;Morning;Junior;No;89.6 C;6.17 bar;0.9;25,11;1409.7;17.4;72.8 u/h;2;11;FAILURE
100684;Pump;Morning;Senior;no;66.2;;5.15;11.48;1061.3;43.6;67,1;2;60;FAILURE
101584;CNC;Afternoon;Junior;N;71.15;unknown;3.36;26.3 A;1599.1;53,9;89.3;1;39;FAILURE
101290;Compressor;Morning;Senior;No;74.67;8.26;5.13;25,38;1004.2;52.6;72.1;1;84;FAILURE
101179;CNC;Night;Intermediate;0;74.06;7.8;1.65;13.89;1035.0;44.4;50.5;1;119;FAILURE
100142;Pump;Night;Junior;N;102.18;6.57;2.11;23.22;648.3;52.2;106.5;5;75;FAILURE
100703;CNC;Morning;Junior;1;58.76;7.94;1.61;21.35;1307,0;44.0;76.4;0;83;WARNING
100065;Compressor;afternoon;Mid;no;81.31;8.13 bar;0.4 mm/s;30.66;1062.5;29.2;70.6;1;31;FAILURE
100180;Compressor;Morning;senior;0;66.05;5.61;4.97;18,1;1086.3;23.1 %;100.3;1;70;FAILURE
101622;Pump;MORNING;Senior;Yes;58.1;5.7;2,95;12.37;412.2;19.3;107.5;1;91;OK
101478;Conveyor;Afternoon;Senior;Yes;46.29;5.25;1.37;17.29;761.0;;94,4;0;27;OK
102562;Compressor;Night;Senior;0;80.98;8,52;5.28;18.51;644.9;52.9;;4;103;FAILURE
101511;CNC;MORNING;junior;No;62.59;7.37;3.42;19.65;706.4;42.5;97.0;4;10;OK
101049;Conveyor;morning;Mid;No;64.02;5.38;1.97;23.71;605,5;55.6;118.1;1;56;OK
102312;CNC;Afternoon;Intermediate;N;78.92;4.71;2.33 mm/s;16.56;637.1;45.0;107.3;2;39;OK
101388;Pump;Afternoon;Senior;no;85.82;4.84;4.71 mm/s;error;;43.9;84.1;2;106;FAILURE
100450;Compressor;Morning;Jr;Yes;79.57;6.57;3,47;23.33;846.6;43.0;96.5;5;3;WARNING
101231;CNC;Afternoon;Mid;No;69.27;6.9;1.95;14.33;898.0;34.5;61.4 u/h;2;2;OK
101539;Conveyor;NIGHT;Senior;no;70.54;5.45;2.4;17.85;500.4;43.0;error;2;40;OK
102261;Compressor;AFT;intermediate;No;61.04;5.88;5.81;21.55 A;303,0;29.7;102.3;2;89;OK
100290;CNC;Morning;Senior;Yes;72.78 C;7.05;3.1;19.56;830.7;28.6;99.1;0;97;WARNING
100193;CNC;Night;Senior;Yes;58.81;5.35;4.24;17.7;492.7;64.1;122.3;1;90;OK
100545;CNC;night;Intermediate;No;87.54;5.07;2.31;16.76;416.5;57.4;105.9;0;15;OK
101581;Conveyor;Night;intermediate;no;82.79;6.44 bar;9.9;14.15;550.2;27.1;79.2;1;47;FAILURE
101915;CNC;MORNING;Senior;1;71.3;6.12;;16.55;337.0;22.6;120.2;2;96;OK
102448;Pump;Night;Intermediate;no;71.97;7.13;1.32;;531.4;50.8;102.1;0;61;OK
102285;CNC;Night;Intermediate;No;62.74;6.64;0.68;17.95;855.9;48.3;79.0;1;85;WARNING
102534;CNC;Afternoon;Junior;Y;56.48;6.43;2.31;20.97;470.4;25.5;86.9;1;69;OK
100008;Compressor;Morning;senior;no;78.47;10.74;2.0;25.93;955.9;64.3;98.2;3;97;FAILURE
102431;Conveyor;Morning;Intermediate;0;55.68;4.29;1.52;13.75;144.5;36.8;100.8;0;49;OK
